"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Connecticut"	"09"	"60 years"	"60"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	12	51677	Unreliable
	"Connecticut"	"09"	"60 years"	"60"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	18	53006	Unreliable
	"Connecticut"	"09"	"61 years"	"61"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	11	50956	Unreliable
	"Connecticut"	"09"	"61 years"	"61"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	14	50956	Unreliable
	"Connecticut"	"09"	"61 years"	"61"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	15	50723	Unreliable
	"Connecticut"	"09"	"62 years"	"62"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	10	50000	Unreliable
	"Connecticut"	"09"	"63 years"	"63"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	13	48419	Unreliable
	"Connecticut"	"09"	"63 years"	"63"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	12	47262	Unreliable
	"Connecticut"	"09"	"65 years"	"65"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	11	44944	Unreliable
	"Maine"	"23"	"30 years"	"30"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	11	15656	Unreliable
	"Maine"	"23"	"31 years"	"31"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	11	15996	Unreliable
	"Maine"	"23"	"33 years"	"33"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	11	15267	Unreliable
	"Maine"	"23"	"34 years"	"34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	11	15169	Unreliable
	"Maine"	"23"	"34 years"	"34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	10	16264	Unreliable
	"Maine"	"23"	"35 years"	"35"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	12	16502	Unreliable
	"Maine"	"23"	"37 years"	"37"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	10	15865	Unreliable
	"Maine"	"23"	"37 years"	"37"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	11	15583	Unreliable
	"Maine"	"23"	"37 years"	"37"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	10	16002	Unreliable
	"Maine"	"23"	"38 years"	"38"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	10	16097	Unreliable
	"Maine"	"23"	"41 years"	"41"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	12	15436	Unreliable
	"Maine"	"23"	"55 years"	"55"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	10	19523	Unreliable
	"Massachusetts"	"25"	"19 years"	"19"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	14	107240	Unreliable
	"Massachusetts"	"25"	"20 years"	"20"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	10	103224	Unreliable
	"Massachusetts"	"25"	"20 years"	"20"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	13	103187	Unreliable
	"Massachusetts"	"25"	"21 years"	"21"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	10	102072	Unreliable
	"Massachusetts"	"25"	"21 years"	"21"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	17	101750	Unreliable
	"Massachusetts"	"25"	"21 years"	"21"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	13	101315	Unreliable
	"Massachusetts"	"25"	"21 years"	"21"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	16	98606	Unreliable
	"Massachusetts"	"25"	"22 years"	"22"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	13	97687	Unreliable
	"Massachusetts"	"25"	"22 years"	"22"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	36	99557	36.2
	"Massachusetts"	"25"	"22 years"	"22"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	26	99007	26.3
	"Massachusetts"	"25"	"22 years"	"22"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	15	97247	Unreliable
	"Massachusetts"	"25"	"22 years"	"22"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	18	96751	Unreliable
	"Massachusetts"	"25"	"22 years"	"22"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	17	94852	Unreliable
	"Massachusetts"	"25"	"23 years"	"23"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	18	91442	Unreliable
	"Massachusetts"	"25"	"23 years"	"23"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	30	95143	31.5
	"Massachusetts"	"25"	"23 years"	"23"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	35	96584	36.2
	"Massachusetts"	"25"	"23 years"	"23"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	25	95319	26.2
	"Massachusetts"	"25"	"23 years"	"23"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	11	95142	Unreliable
	"Massachusetts"	"25"	"23 years"	"23"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	15	92866	Unreliable
	"Massachusetts"	"25"	"23 years"	"23"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	21	91152	23.0
	"Massachusetts"	"25"	"23 years"	"23"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	11	95319	Unreliable
	"Massachusetts"	"25"	"24 years"	"24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	24	95355	25.2
	"Massachusetts"	"25"	"24 years"	"24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	28	94309	29.7
	"Massachusetts"	"25"	"24 years"	"24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	36	98165	36.7
	"Massachusetts"	"25"	"24 years"	"24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	35	98641	35.5
	"Massachusetts"	"25"	"24 years"	"24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	26	98713	26.3
	"Massachusetts"	"25"	"24 years"	"24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	17	96374	Unreliable
	"Massachusetts"	"25"	"24 years"	"24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	13	94562	Unreliable
	"Massachusetts"	"25"	"24 years"	"24"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	10	98641	Unreliable
	"Massachusetts"	"25"	"24 years"	"24"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	11	98713	Unreliable
	"Massachusetts"	"25"	"25 years"	"25"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	25	95577	26.2
	"Massachusetts"	"25"	"25 years"	"25"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	33	97876	33.7
	"Massachusetts"	"25"	"25 years"	"25"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	52	96612	53.8
	"Massachusetts"	"25"	"25 years"	"25"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	21	99077	21.2
	"Massachusetts"	"25"	"25 years"	"25"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	30	101022	29.7
	"Massachusetts"	"25"	"25 years"	"25"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	23	99135	23.2
	"Massachusetts"	"25"	"25 years"	"25"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	25	97847	25.6
	"Massachusetts"	"25"	"25 years"	"25"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2016"	"2016"	11	96612	Unreliable
	"Massachusetts"	"25"	"25 years"	"25"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	11	99077	Unreliable
	"Massachusetts"	"25"	"25 years"	"25"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	11	101022	Unreliable
	"Massachusetts"	"25"	"26 years"	"26"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	28	96640	29.0
	"Massachusetts"	"25"	"26 years"	"26"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	36	96695	37.2
	"Massachusetts"	"25"	"26 years"	"26"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	37	99446	37.2
	"Massachusetts"	"25"	"26 years"	"26"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	39	98846	39.5
	"Massachusetts"	"25"	"26 years"	"26"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	42	101325	41.5
	"Massachusetts"	"25"	"26 years"	"26"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	37	100800	36.7
	"Massachusetts"	"25"	"26 years"	"26"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	27	100071	27.0
	"Massachusetts"	"25"	"26 years"	"26"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	13	98846	Unreliable
	"Massachusetts"	"25"	"26 years"	"26"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	16	101325	Unreliable
	"Massachusetts"	"25"	"26 years"	"26"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	12	100800	Unreliable
	"Massachusetts"	"25"	"26 years"	"26"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	13	100071	Unreliable
	"Massachusetts"	"25"	"27 years"	"27"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	29	97620	29.7
	"Massachusetts"	"25"	"27 years"	"27"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	42	97149	43.2
	"Massachusetts"	"25"	"27 years"	"27"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	49	97629	50.2
	"Massachusetts"	"25"	"27 years"	"27"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	47	101331	46.4
	"Massachusetts"	"25"	"27 years"	"27"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	44	101162	43.5
	"Massachusetts"	"25"	"27 years"	"27"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	38	101116	37.6
	"Massachusetts"	"25"	"27 years"	"27"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	30	101306	29.6
	"Massachusetts"	"25"	"27 years"	"27"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2015"	"2015"	11	97149	Unreliable
	"Massachusetts"	"25"	"27 years"	"27"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2016"	"2016"	14	97629	Unreliable
	"Massachusetts"	"25"	"27 years"	"27"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	13	101331	Unreliable
	"Massachusetts"	"25"	"27 years"	"27"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	18	101162	Unreliable
	"Massachusetts"	"25"	"27 years"	"27"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	17	101116	Unreliable
	"Massachusetts"	"25"	"27 years"	"27"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	15	101306	Unreliable
	"Massachusetts"	"25"	"28 years"	"28"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	32	96869	33.0
	"Massachusetts"	"25"	"28 years"	"28"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	36	97748	36.8
	"Massachusetts"	"25"	"28 years"	"28"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	48	97189	49.4
	"Massachusetts"	"25"	"28 years"	"28"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	45	100069	45.0
	"Massachusetts"	"25"	"28 years"	"28"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	43	102946	41.8
	"Massachusetts"	"25"	"28 years"	"28"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	44	100927	43.6
	"Massachusetts"	"25"	"28 years"	"28"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	32	101088	31.7
	"Massachusetts"	"25"	"28 years"	"28"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2016"	"2016"	21	97189	21.6
	"Massachusetts"	"25"	"28 years"	"28"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	20	100069	20.0
	"Massachusetts"	"25"	"28 years"	"28"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	15	102946	Unreliable
	"Massachusetts"	"25"	"28 years"	"28"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	18	100927	Unreliable
	"Massachusetts"	"25"	"28 years"	"28"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	11	101088	Unreliable
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	27	96024	28.1
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	43	97050	44.3
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	60	97481	61.6
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	53	100298	52.8
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	57	101405	56.2
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	48	102528	46.8
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	43	100405	42.8
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2014"	"2014"	11	96024	Unreliable
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2015"	"2015"	11	97050	Unreliable
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2016"	"2016"	10	97481	Unreliable
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	15	100298	Unreliable
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	21	101405	20.7
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	18	102528	Unreliable
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	18	100405	Unreliable
	"Massachusetts"	"25"	"30 years"	"30"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	26	91500	28.4
	"Massachusetts"	"25"	"30 years"	"30"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	41	96832	42.3
	"Massachusetts"	"25"	"30 years"	"30"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	45	96849	46.5
	"Massachusetts"	"25"	"30 years"	"30"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	44	98965	44.5
	"Massachusetts"	"25"	"30 years"	"30"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	58	100800	57.5
	"Massachusetts"	"25"	"30 years"	"30"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	48	100545	47.7
	"Massachusetts"	"25"	"30 years"	"30"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	36	102326	35.2
	"Massachusetts"	"25"	"30 years"	"30"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2015"	"2015"	10	96832	Unreliable
	"Massachusetts"	"25"	"30 years"	"30"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2016"	"2016"	13	96849	Unreliable
	"Massachusetts"	"25"	"30 years"	"30"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	18	98965	Unreliable
	"Massachusetts"	"25"	"30 years"	"30"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	19	100800	Unreliable
	"Massachusetts"	"25"	"30 years"	"30"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	17	100545	Unreliable
	"Massachusetts"	"25"	"30 years"	"30"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	23	102326	22.5
	"Massachusetts"	"25"	"31 years"	"31"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	35	90886	38.5
	"Massachusetts"	"25"	"31 years"	"31"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	43	91812	46.8
	"Massachusetts"	"25"	"31 years"	"31"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	50	96003	52.1
	"Massachusetts"	"25"	"31 years"	"31"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	50	97555	51.3
	"Massachusetts"	"25"	"31 years"	"31"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	44	99269	44.3
	"Massachusetts"	"25"	"31 years"	"31"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	45	99594	45.2
	"Massachusetts"	"25"	"31 years"	"31"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	38	100061	38.0
	"Massachusetts"	"25"	"31 years"	"31"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2015"	"2015"	10	91812	Unreliable
	"Massachusetts"	"25"	"31 years"	"31"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2016"	"2016"	12	96003	Unreliable
	"Massachusetts"	"25"	"31 years"	"31"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	20	97555	20.5
	"Massachusetts"	"25"	"31 years"	"31"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	29	99269	29.2
	"Massachusetts"	"25"	"31 years"	"31"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	11	99594	Unreliable
	"Massachusetts"	"25"	"31 years"	"31"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	19	100061	Unreliable
	"Massachusetts"	"25"	"32 years"	"32"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	22	89573	24.6
	"Massachusetts"	"25"	"32 years"	"32"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	44	91073	48.3
	"Massachusetts"	"25"	"32 years"	"32"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	46	91405	50.3
	"Massachusetts"	"25"	"32 years"	"32"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	47	95937	49.0
	"Massachusetts"	"25"	"32 years"	"32"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	45	97595	46.1
	"Massachusetts"	"25"	"32 years"	"32"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	53	98048	54.1
	"Massachusetts"	"25"	"32 years"	"32"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	52	99177	52.4
	"Massachusetts"	"25"	"32 years"	"32"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2015"	"2015"	12	91073	Unreliable
	"Massachusetts"	"25"	"32 years"	"32"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2016"	"2016"	16	91405	Unreliable
	"Massachusetts"	"25"	"32 years"	"32"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	21	95937	21.9
	"Massachusetts"	"25"	"32 years"	"32"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	24	97595	24.6
	"Massachusetts"	"25"	"32 years"	"32"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	15	98048	Unreliable
	"Massachusetts"	"25"	"32 years"	"32"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	16	99177	Unreliable
	"Massachusetts"	"25"	"33 years"	"33"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	30	87296	34.4
	"Massachusetts"	"25"	"33 years"	"33"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	45	90020	50.0
	"Massachusetts"	"25"	"33 years"	"33"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	58	90317	64.2
